,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001,MoSDPOP
1283,Al lmam health center / مركز صحي الامام,Al lmam health center,Primary Health Care Center - Main,HF_CM_BBL_8,Babylon Health Department / Al Mahaweel Primary Health Care Sector ,Al Mahaweel Primary Health Care Sector / قطاع المحاويل للرعاية الصحية الاولية,2022-07-24 07:34:51,44.5005,32.6717,46819.0
1286,Al mahaweel health center / مركز صحي المحاويل النموذجي,Al mahaweel health center,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_BBL_62,Babylon Health Department / Al Mahaweel Primary Health Care Sector ,Al Mahaweel Primary Health Care Sector / قطاع المحاويل للرعاية الصحية الاولية,2022-07-24 07:34:51,44.409864,32.649488,64350.0
1287,Al Noor health center / مركز صحي النور,Al Noor health center,Primary Health Care Center - Main,HF_CM_BBL_66,Babylon Health Department / Al Mahaweel Primary Health Care Sector ,Al Mahaweel Primary Health Care Sector / قطاع المحاويل للرعاية الصحية الاولية,2022-07-25 07:34:51,44.3994,32.6636,70221.0
1305,Al-kefel / مركز صحي الكفل الرئيسي,Al-kefel,Primary Health Care Center - Main,HF_CM_BBL_58,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-17 07:34:51,44.371832,32.2287977,55210.0
1310,Al-Kefel Typical / مركز صحي الكفل النموذجي,Al-Kefel Typical,Primary Health Care Center - Main,HF_CM_BBL_59,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-18 07:34:51,44.3679197,32.2184754,67137.0
1313,Haleef Al-Quran / مركز صحي حليف القران,Haleef Al-Quran,Primary Health Care Center - Main,HF_CM_BBL_87,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-15 07:34:51,44.310314,32.436883,41369.0
1314,Shaheed Al-islam / مركز صحي شهيد الاسلام,Shaheed Al-islam,Primary Health Care Center - Main,HF_CM_BBL_100,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-15 07:34:51,44.4036011,32.4462513,67930.0
1315,Al-Mohandisin / مركز صحي المهندسين,Al-Mohandisin,Primary Health Care Center - Main,HF_CM_BBL_72,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-15 07:34:51,44.4028337,32.454152,46017.0
1322,Al-asatetha / مركز صحي حي الاساتذة النموذجي,Al-asatetha,Primary Health Care Center - Main,HF_CM_BBL_89,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-12 07:34:51,44.405045,32.48182,39686.0
1323,Al-Imam / مركز صحي الامام النموذجي,Al-Imam,Primary Health Care Center - Main,HF_CM_BBL_90,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-15 07:34:51,44.4092565,32.4931219,39718.0
1324,Al-Imam Al-Hussain / مركز صحي الامام الحسين(ابي غرق),Al-Imam Al-Hussain,Primary Health Care Center - Main,HF_CM_BBL_9,Babylon Health Department / First Sector for Primary health care,First Sector for Primary health care / قطاع الحلة الاول للرعاية الصحية الاولية,2022-08-18 07:34:51,44.342874,32.534824,63851.0
1344,Shwhada nadir / مركز صحي شهداء نادر,Shwhada nadir,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_BBL_99,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2022-07-27 07:34:51,44.423308,32.440599,51954.0
1346,Alhadi / مركز صحي الهادي,Alhadi,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_BBL_76,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2022-07-26 07:34:51,44.4275,32.454166,42638.0
1350,Babel Altdrebe / مركز صحي بابل التدريبي,Babel Altdrebe,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_BBL_82,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2022-07-24 07:34:51,44.423555,32.471782,40277.0
1351,Alpiker / مركز صحي الباقر,  Alpiker,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_BBL_12,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2022-07-25 07:34:51,44.440833,32.474719,52250.0
1352,Alkitheh / مركز صحي القاضية,Alkitheh,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_BBL_54,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2022-07-24 07:34:51,44.431576,32.48415,44117.0
1355,Alklsa / مركز صحي الخالصة,Alklsa,Primary Health Care Center - Main,HF_CM_BBL_21,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2022-07-25 07:34:51,44.458611,32.4975,42115.0
1356,Al zahria / مركز صحي الزهراء,Al zahria,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_BBL_30,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2022-07-24 07:34:51,44.417222,32.506111,54413.0
1363,Alwrdia kirg / مركز صحي الوردية,Alwrdia kirg,Primary Health Care Center - Main,HF_CM_BBL_78,Babylon Health Department / Second Sector for Primary health care ,Second Sector for Primary health care / قطاع المركز الثاني للرعاية الصحية الاولية,2002-07-22 07:34:51,44.474323,32.481932,41540.0
1383,Sedah health care center  / مركز صحي السدة,Sedah health care center ,Primary Health Care Center - Main,HF_CM_BBL_33,Babylon Health Department / Musayyib Primary Health Care Sector ,Musayyib Primary Health Care Sector / قطاع المسيب للرعاية الصحية الاولية,2022-07-28 07:34:52,44.281048,32.731836,68031.0
1395,Aleskadaryah health care center  / مركز صحي الاسكندرية,Aleskadaryah health care center ,Primary Health Care Center - Main,HF_CS_BBL_122,Babylon Health Department / Musayyib Primary Health Care Sector ,Musayyib Primary Health Care Sector / قطاع المسيب للرعاية الصحية الاولية,2022-09-09 07:34:52,44.348201,32.882232,40118.0
1396,Qareah assrreyah health care center  / مركز صحي القرية العصرية,Qareah assrreyah health care center ,Primary Health Care Center - Main,HF_CS_BBL_121,Babylon Health Department / Musayyib Primary Health Care Sector ,Musayyib Primary Health Care Sector / قطاع المسيب للرعاية الصحية الاولية,2022-09-09 07:34:52,44.384347,32.886696,73582.0
1443,FIRST BOOB AL-SHAM HEALTHE CENTER  / مركز صحي بوب الشام الاول,FIRST BOOB AL-SHAM HEALTHE CENTER ,Primary Health Care Center - Main,HF_CM_RSS_126,Baghdad Health Department  Resafah / Independence Primary Health Care Sector ,Independence Primary Health Care Sector / قطاع الاستقلال للرعاية الصحية الأولية,2022-07-26 07:34:52,44.380473,33.440324,41786.0
1450,AL-HUSSEINIYA FIRST HEALTHE CENTER  / مركز صحي الحسينية الأول,AL-HUSSEINIYA FIRST HEALTHE CENTER ,Primary Health Care Center - Main,HF_CM_RSS_119,Baghdad Health Department  Resafah / Independence Primary Health Care Sector ,Independence Primary Health Care Sector / قطاع الاستقلال للرعاية الصحية الأولية,2022-07-23 07:34:52,44.396808,33.540395,60310.0
1451,AL_HUSSEINIYA FOURTH HEALTHE CENTER  / مركز صحي في السكلات (الحسينية الرابع سابقاً),AL_HUSSEINIYA FOURTH HEALTHE CENTER ,Primary Health Care Center - Main,HF_CM_RSS_131,Baghdad Health Department  Resafah / Independence Primary Health Care Sector ,Independence Primary Health Care Sector / قطاع الاستقلال للرعاية الصحية الأولية,2022-07-31 07:34:52,44.438734,33.543772,40925.0
1453,AL-ZUHOR HEALTH CENTER / مركز صحي الزهور,AL-ZUHOR HEALTH CENTER,Primary Health Care Center - Main,HF_CM_RSS_124,Baghdad Health Department  Resafah / Independence Primary Health Care Sector ,Independence Primary Health Care Sector / قطاع الاستقلال للرعاية الصحية الأولية,2022-07-19 07:34:52,44.392514,33.552068,62895.0
1454,AL-HUSSEINIYA THIRD HEALTHE CENTER / مركز صحي الحسينية الثالث,AL-HUSSEINIYA THIRD HEALTHE CENTER,Primary Health Care Center - Main,HF_CM_RSS_120,Baghdad Health Department  Resafah / Independence Primary Health Care Sector ,Independence Primary Health Care Sector / قطاع الاستقلال للرعاية الصحية الأولية,2022-07-21 07:34:52,44.39371,33.553269,62463.0
1467,phc Alslykh alawel / م.ص. الصليخ الاول (8 شباط سابقا),phc Alslykh alawel,Primary Health Care Center - Main,HF_CM_RSS_95,Baghdad Health Department  Resafah / Adhamiya Primary Health Care Sector ,Adhamiya Primary Health Care Sector / قطاع الاعظمية للرعاية الصحية الأولية,2022-10-10 07:34:52,44.387353,33.392374,42352.0
1472,Al Jawadeen Health Center / م.ص الجوادين,Al Jawadeen Health Center,Primary Health Care Center - Main,HF_CM_RSS_19,Baghdad Health Department  Resafah / Second Municipal Primary Health Care Sector ,Second Municipal Primary Health Care Sector / قطاع البلديات الثاني للرعاية الصحية الأولية,2022-08-01 07:34:52,44.498582,33.365331,59540.0
1473,AlKafa'at Health Center / م.ص كفاءات العبيدي,AlKafa'at Health Center,Primary Health Care Center - Main,HF_CM_RSS_47,Baghdad Health Department  Resafah / Second Municipal Primary Health Care Sector ,Second Municipal Primary Health Care Sector / قطاع البلديات الثاني للرعاية الصحية الأولية,2022-08-01 07:34:52,44.492791,33.375193,53600.0
1474,Al Tuff Health Center / م.ص. واقعة ألطف,Al Tuff Health Center,Primary Health Care Center - Main,HF_CM_RSS_105,Baghdad Health Department  Resafah / Second Municipal Primary Health Care Sector ,Second Municipal Primary Health Care Sector / قطاع البلديات الثاني للرعاية الصحية الأولية,2022-08-03 07:34:52,44.514774,33.377681,67031.0
1477,Al Nasser Health Center / م.ص حي النصر,Al Nasser Health Center,Primary Health Care Center - Main,HF_CM_RSS_62,Baghdad Health Department  Resafah / Second Municipal Primary Health Care Sector ,Second Municipal Primary Health Care Sector / قطاع البلديات الثاني للرعاية الصحية الأولية,2022-07-27 07:34:52,44.524893,33.388819,63563.0
1478,Al Rashad Health Center / م.ص الرشاد,Al Rashad Health Center,Primary Health Care Center - Main,HF_CM_RSS_25,Baghdad Health Department  Resafah / Second Municipal Primary Health Care Sector ,Second Municipal Primary Health Care Sector / قطاع البلديات الثاني للرعاية الصحية الأولية,2022-09-20 07:34:52,44.512954,33.392364,42348.0
1479,Al Rahma Health Center / م.ص الرحمة,Al Rahma Health Center,Primary Health Care Center - Main,HF_CM_RSS_24,Baghdad Health Department  Resafah / Second Municipal Primary Health Care Sector ,Second Municipal Primary Health Care Sector / قطاع البلديات الثاني للرعاية الصحية الأولية,2022-07-27 07:34:52,44.529803,33.410764,73848.0
1480,Albaweya Health Center / م.ص الباويه,Albaweya Health Center,Primary Health Care Center - Main,HF_CM_RSS_13,Baghdad Health Department  Resafah / Second Municipal Primary Health Care Sector ,Second Municipal Primary Health Care Sector / قطاع البلديات الثاني للرعاية الصحية الأولية,2022-08-08 07:34:52,44.533888,33.436531,69585.0
